index,original_value,discretized_bin,global_entropy
193,1002.35,72,6.790588071478197
194,1002.27,72,6.790588071478197
195,1002.18,72,6.790588071478197
196,1002.21,72,6.790588071478197
197,1002.19,72,6.790588071478197
198,1002.25,72,6.790588071478197
199,1002.19,72,6.790588071478197
200,1002.05,72,6.790588071478197
201,1002.01,71,6.6967211480139754
202,1002.0,71,6.6967211480139754
203,1001.81,71,6.6967211480139754
204,1001.66,71,6.6967211480139754
205,1001.66,71,6.6967211480139754
206,1001.57,71,6.6967211480139754
207,1001.52,71,6.6967211480139754
208,1001.42,71,6.6967211480139754
209,1001.32,70,6.2570456620818495
210,1001.39,71,6.6967211480139754
211,1001.38,71,6.6967211480139754
212,1001.18,70,6.2570456620818495
213,1001.01,70,6.2570456620818495
214,1000.87,70,6.2570456620818495
215,1000.7,69,6.420963234559538
216,1000.49,69,6.420963234559538
217,1000.23,69,6.420963234559538
218,1000.03,68,6.061524344772683
219,999.8,68,6.061524344772683
220,999.66,68,6.061524344772683
221,999.58,68,6.061524344772683
222,999.46,68,6.061524344772683
223,999.3,67,5.5900088119935845
224,999.16,67,5.5900088119935845
225,999.06,67,5.5900088119935845
226,998.98,67,5.5900088119935845
227,998.88,67,5.5900088119935845
228,998.9,67,5.5900088119935845
229,998.87,67,5.5900088119935845
230,998.81,67,5.5900088119935845
231,998.71,66,5.409281429511903
232,998.69,66,5.409281429511903
233,998.65,66,5.409281429511903
234,998.66,66,5.409281429511903
235,998.66,66,5.409281429511903
236,998.75,66,5.409281429511903
237,998.82,67,5.5900088119935845
238,998.94,67,5.5900088119935845
239,998.97,67,5.5900088119935845
240,999.12,67,5.5900088119935845
241,999.13,67,5.5900088119935845
242,999.28,67,5.5900088119935845
243,999.39,67,5.5900088119935845
244,999.44,68,6.061524344772683
245,999.45,68,6.061524344772683
246,999.51,68,6.061524344772683
247,999.52,68,6.061524344772683
248,999.59,68,6.061524344772683
249,999.56,68,6.061524344772683
250,999.58,68,6.061524344772683
251,999.58,68,6.061524344772683
252,999.68,68,6.061524344772683
253,999.67,68,6.061524344772683
254,999.71,68,6.061524344772683
255,999.83,68,6.061524344772683
256,999.98,68,6.061524344772683
257,999.99,68,6.061524344772683
258,1000.07,68,6.061524344772683
259,1000.11,69,6.420963234559538
260,1000.05,68,6.061524344772683
261,1000.04,68,6.061524344772683
262,1000.14,69,6.420963234559538
263,1000.08,69,6.420963234559538
264,1000.15,69,6.420963234559538
265,1000.06,68,6.061524344772683
266,1000.02,68,6.061524344772683
267,999.93,68,6.061524344772683
268,999.81,68,6.061524344772683
269,999.7,68,6.061524344772683
270,999.58,68,6.061524344772683
271,999.54,68,6.061524344772683
272,999.54,68,6.061524344772683
273,999.51,68,6.061524344772683
274,999.34,67,5.5900088119935845
275,999.17,67,5.5900088119935845
276,999.05,67,5.5900088119935845
277,998.96,67,5.5900088119935845
278,998.84,67,5.5900088119935845
279,998.69,66,5.409281429511903
280,998.56,66,5.409281429511903
281,998.56,66,5.409281429511903
282,998.55,66,5.409281429511903
283,998.66,66,5.409281429511903
284,998.68,66,5.409281429511903
285,998.59,66,5.409281429511903
286,998.53,66,5.409281429511903
287,998.45,66,5.409281429511903
288,998.39,66,5.409281429511903
289,998.25,66,5.409281429511903
290,998.07,65,5.798185219317756
291,997.99,65,5.798185219317756
292,998.01,65,5.798185219317756
293,997.93,65,5.798185219317756
294,997.77,65,5.798185219317756
295,997.67,65,5.798185219317756
296,997.57,65,5.798185219317756
297,997.41,64,5.304944769697168
298,997.26,64,5.304944769697168
299,997.14,64,5.304944769697168
300,997.01,64,5.304944769697168
301,997.04,64,5.304944769697168
302,996.96,64,5.304944769697168
303,996.86,64,5.304944769697168
304,996.71,63,5.162824303531311
305,996.73,63,5.162824303531311
306,996.59,63,5.162824303531311
307,996.44,63,5.162824303531311
308,996.37,63,5.162824303531311
309,996.32,63,5.162824303531311
310,996.26,63,5.162824303531311
311,996.14,62,5.105147267286353
312,996.12,62,5.105147267286353
313,996.04,62,5.105147267286353
314,995.89,62,5.105147267286353
315,995.81,62,5.105147267286353
316,995.67,62,5.105147267286353
317,995.58,62,5.105147267286353
318,995.53,61,5.2570456620818495
319,995.54,61,5.2570456620818495
320,995.5,61,5.2570456620818495
321,995.45,61,5.2570456620818495
322,995.42,61,5.2570456620818495
323,995.36,61,5.2570456620818495
324,995.35,61,5.2570456620818495
325,995.33,61,5.2570456620818495
326,995.27,61,5.2570456620818495
327,995.2,61,5.2570456620818495
328,995.19,61,5.2570456620818495
329,995.16,61,5.2570456620818495
330,995.13,61,5.2570456620818495
331,995.06,61,5.2570456620818495
332,995.01,61,5.2570456620818495
333,994.84,60,5.0325608617841615
334,994.68,60,5.0325608617841615
335,994.6,60,5.0325608617841615
336,994.69,60,5.0325608617841615
337,994.69,60,5.0325608617841615
338,994.63,60,5.0325608617841615
339,994.61,60,5.0325608617841615
340,994.55,60,5.0325608617841615
341,994.4,60,5.0325608617841615
342,994.25,59,5.000657214364515
343,994.23,59,5.000657214364515
344,994.33,60,5.0325608617841615
345,994.24,59,5.000657214364515
346,994.12,59,5.000657214364515
347,994.02,59,5.000657214364515
348,993.94,59,5.000657214364515
349,993.87,59,5.000657214364515
350,993.78,59,5.000657214364515
351,993.68,59,5.000657214364515
352,993.76,59,5.000657214364515
353,993.62,58,4.862835003835973
354,993.48,58,4.862835003835973
355,993.36,58,4.862835003835973
356,993.19,58,4.862835003835973
357,992.94,57,4.839915783841766
358,992.8,57,4.839915783841766
359,992.75,57,4.839915783841766
360,992.66,57,4.839915783841766
361,992.45,57,4.839915783841766
362,992.15,56,4.810424487132367
363,991.91,56,4.810424487132367
364,991.84,56,4.810424487132367
365,991.91,56,4.810424487132367
366,991.91,56,4.810424487132367
367,991.8,56,4.810424487132367
368,991.73,56,4.810424487132367
369,991.6,55,4.875637706075727
370,991.52,55,4.875637706075727
371,991.35,55,4.875637706075727
372,991.19,55,4.875637706075727
373,991.19,55,4.875637706075727
374,991.41,55,4.875637706075727
375,991.51,55,4.875637706075727
376,991.47,55,4.875637706075727
377,991.47,55,4.875637706075727
378,991.47,55,4.875637706075727
379,991.55,55,4.875637706075727
380,991.61,55,4.875637706075727
381,991.63,55,4.875637706075727
382,991.71,56,4.810424487132367
383,991.7,56,4.810424487132367
384,991.63,55,4.875637706075727
385,991.69,55,4.875637706075727
386,991.9,56,4.810424487132367
387,991.83,56,4.810424487132367
388,991.91,56,4.810424487132367
389,991.89,56,4.810424487132367
390,991.83,56,4.810424487132367
391,991.69,55,4.875637706075727
392,991.86,56,4.810424487132367
393,991.77,56,4.810424487132367
394,991.88,56,4.810424487132367
395,991.96,56,4.810424487132367
396,991.88,56,4.810424487132367
397,991.83,56,4.810424487132367
398,991.7,56,4.810424487132367
399,991.64,55,4.875637706075727
400,991.56,55,4.875637706075727
401,991.44,55,4.875637706075727
402,991.44,55,4.875637706075727
403,991.39,55,4.875637706075727
404,991.3,55,4.875637706075727
405,991.3,55,4.875637706075727
406,991.3,55,4.875637706075727
407,991.33,55,4.875637706075727
408,991.23,55,4.875637706075727
409,991.29,55,4.875637706075727
410,991.41,55,4.875637706075727
411,991.39,55,4.875637706075727
412,991.4,55,4.875637706075727
413,991.53,55,4.875637706075727
414,991.73,56,4.810424487132367
415,991.84,56,4.810424487132367
416,992.11,56,4.810424487132367
417,992.26,56,4.810424487132367
418,992.37,57,4.839915783841766
419,992.51,57,4.839915783841766
420,992.81,57,4.839915783841766
421,993.05,58,4.862835003835973
422,993.18,58,4.862835003835973
423,993.39,58,4.862835003835973
424,993.55,58,4.862835003835973
425,993.79,59,5.000657214364515
426,993.96,59,5.000657214364515
427,994.17,59,5.000657214364515
428,994.32,60,5.0325608617841615
429,994.62,60,5.0325608617841615
430,995.02,61,5.2570456620818495
431,995.29,61,5.2570456620818495
432,995.66,62,5.105147267286353
433,995.92,62,5.105147267286353
434,996.15,62,5.105147267286353
435,996.47,63,5.162824303531311
436,996.69,63,5.162824303531311
437,996.81,63,5.162824303531311
438,997.01,64,5.304944769697168
439,997.12,64,5.304944769697168
440,997.28,64,5.304944769697168
441,997.48,64,5.304944769697168
442,997.67,65,5.798185219317756
443,997.76,65,5.798185219317756
444,997.82,65,5.798185219317756
445,997.85,65,5.798185219317756
446,997.99,65,5.798185219317756
447,998.08,65,5.798185219317756
448,998.08,65,5.798185219317756
449,998.0,65,5.798185219317756
450,998.09,65,5.798185219317756
451,998.11,65,5.798185219317756
452,998.05,65,5.798185219317756
453,997.93,65,5.798185219317756
454,997.83,65,5.798185219317756
455,997.83,65,5.798185219317756
456,997.98,65,5.798185219317756
457,997.97,65,5.798185219317756
458,997.9,65,5.798185219317756
459,997.91,65,5.798185219317756
460,997.93,65,5.798185219317756
461,998.01,65,5.798185219317756
462,998.08,65,5.798185219317756
463,998.0,65,5.798185219317756
464,998.09,65,5.798185219317756
465,998.19,66,5.409281429511903
466,998.26,66,5.409281429511903
467,998.23,66,5.409281429511903
468,998.23,66,5.409281429511903
469,998.14,65,5.798185219317756
470,998.16,66,5.409281429511903
471,998.26,66,5.409281429511903
472,998.17,66,5.409281429511903
473,998.24,66,5.409281429511903
474,998.4,66,5.409281429511903
475,998.43,66,5.409281429511903
476,998.61,66,5.409281429511903
477,998.71,66,5.409281429511903
478,998.71,66,5.409281429511903
479,998.76,66,5.409281429511903
480,998.62,66,5.409281429511903
481,998.59,66,5.409281429511903
482,998.51,66,5.409281429511903
483,998.43,66,5.409281429511903
484,998.5,66,5.409281429511903
485,998.59,66,5.409281429511903
486,998.67,66,5.409281429511903
487,998.78,66,5.409281429511903
488,998.76,66,5.409281429511903
489,998.63,66,5.409281429511903
490,998.61,66,5.409281429511903
491,998.56,66,5.409281429511903
492,998.51,66,5.409281429511903
493,998.53,66,5.409281429511903
494,998.59,66,5.409281429511903
495,998.45,66,5.409281429511903
496,998.34,66,5.409281429511903
497,998.18,66,5.409281429511903
498,997.89,65,5.798185219317756
499,997.81,65,5.798185219317756
500,997.65,65,5.798185219317756
501,997.58,65,5.798185219317756
502,997.53,65,5.798185219317756
503,997.41,64,5.304944769697168
504,997.35,64,5.304944769697168
505,997.06,64,5.304944769697168
506,996.93,64,5.304944769697168
507,996.51,63,5.162824303531311
508,996.39,63,5.162824303531311
509,996.22,63,5.162824303531311
510,995.9,62,5.105147267286353
511,995.76,62,5.105147267286353
512,995.76,62,5.105147267286353
513,995.64,62,5.105147267286353
514,995.56,61,5.2570456620818495
515,995.61,62,5.105147267286353
516,995.8,62,5.105147267286353
517,996.1,62,5.105147267286353
518,996.0,62,5.105147267286353
519,995.96,62,5.105147267286353
520,996.01,62,5.105147267286353
521,996.11,62,5.105147267286353
522,996.18,62,5.105147267286353
523,996.22,63,5.162824303531311
524,996.15,62,5.105147267286353
525,996.04,62,5.105147267286353
526,996.07,62,5.105147267286353
527,996.09,62,5.105147267286353
528,996.27,63,5.162824303531311
529,996.21,63,5.162824303531311
530,996.11,62,5.105147267286353
531,996.07,62,5.105147267286353
532,996.16,62,5.105147267286353
533,996.34,63,5.162824303531311
534,996.34,63,5.162824303531311
535,996.38,63,5.162824303531311
536,996.47,63,5.162824303531311
537,996.48,63,5.162824303531311
538,996.66,63,5.162824303531311
539,996.95,64,5.304944769697168
540,997.54,65,5.798185219317756
541,998.11,65,5.798185219317756
542,998.59,66,5.409281429511903
543,998.97,67,5.5900088119935845
544,999.2,67,5.5900088119935845
545,999.26,67,5.5900088119935845
546,999.31,67,5.5900088119935845
547,999.33,67,5.5900088119935845
548,999.3,67,5.5900088119935845
549,999.37,67,5.5900088119935845
550,999.58,68,6.061524344772683
551,999.69,68,6.061524344772683
552,999.93,68,6.061524344772683
553,1000.11,69,6.420963234559538
554,1000.33,69,6.420963234559538
555,1000.66,69,6.420963234559538
556,1000.83,70,6.2570456620818495
557,1000.9,70,6.2570456620818495
558,1001.09,70,6.2570456620818495
559,1001.35,70,6.2570456620818495
560,1001.59,71,6.6967211480139754
561,1001.8,71,6.6967211480139754
562,1002.13,72,6.790588071478197
563,1002.3,72,6.790588071478197
564,1002.48,72,6.790588071478197
565,1002.51,72,6.790588071478197
566,1002.5,72,6.790588071478197
567,1002.69,73,6.86842221153076
568,1002.92,73,6.86842221153076
569,1002.87,73,6.86842221153076
570,1002.93,73,6.86842221153076
571,1003.02,73,6.86842221153076
572,1003.23,73,6.86842221153076
573,1003.36,74,7.327853830168057
574,1003.47,74,7.327853830168057
575,1003.45,74,7.327853830168057
576,1003.57,74,7.327853830168057
577,1003.87,74,7.327853830168057
578,1004.02,75,7.475952469157191
579,1004.18,75,7.475952469157191
580,1004.25,75,7.475952469157191
581,1004.34,75,7.475952469157191
582,1004.5,75,7.475952469157191
583,1004.64,76,8.146247023678109
584,1004.7,76,8.146247023678109
585,1004.92,76,8.146247023678109
586,1004.98,76,8.146247023678109
587,1005.09,76,8.146247023678109
588,1004.98,76,8.146247023678109
589,1005.21,76,8.146247023678109
590,1005.39,77,8.193552738456466
591,1005.51,77,8.193552738456466
592,1005.49,77,8.193552738456466
593,1005.65,77,8.193552738456466
594,1005.74,77,8.193552738456466
595,1005.83,77,8.193552738456466
596,1005.95,78,8.146247023678109
597,1006.01,78,8.146247023678109
598,1006.14,78,8.146247023678109
599,1006.21,78,8.146247023678109
600,1006.2,78,8.146247023678109
601,1006.29,78,8.146247023678109
602,1006.38,78,8.146247023678109
603,1006.47,78,8.146247023678109
604,1006.47,78,8.146247023678109
605,1006.5,78,8.146247023678109
606,1006.54,79,7.737038603201463
607,1006.7,79,7.737038603201463
608,1006.73,79,7.737038603201463
609,1006.75,79,7.737038603201463
610,1006.85,79,7.737038603201463
611,1006.95,79,7.737038603201463
612,1007.03,79,7.737038603201463
613,1006.97,79,7.737038603201463
614,1007.04,79,7.737038603201463
615,1007.04,79,7.737038603201463
616,1007.08,79,7.737038603201463
617,1007.18,80,7.471086713985375
618,1007.21,80,7.471086713985375
619,1007.29,80,7.471086713985375
620,1007.33,80,7.471086713985375
621,1007.4,80,7.471086713985375
622,1007.39,80,7.471086713985375
623,1007.47,80,7.471086713985375
624,1007.64,80,7.471086713985375
625,1007.83,81,7.576881378007972
626,1007.98,81,7.576881378007972
627,1008.14,81,7.576881378007972
628,1008.21,81,7.576881378007972
629,1008.42,81,7.576881378007972
630,1008.49,82,7.76059333118036
631,1008.58,82,7.76059333118036
632,1008.67,82,7.76059333118036
633,1008.71,82,7.76059333118036
634,1008.78,82,7.76059333118036
635,1008.79,82,7.76059333118036
636,1008.84,82,7.76059333118036
637,1008.92,82,7.76059333118036
638,1008.95,82,7.76059333118036
639,1009.01,82,7.76059333118036
640,1009.07,82,7.76059333118036
641,1008.92,82,7.76059333118036
642,1008.79,82,7.76059333118036
643,1008.78,82,7.76059333118036
644,1008.69,82,7.76059333118036
645,1008.61,82,7.76059333118036
646,1008.67,82,7.76059333118036
647,1008.61,82,7.76059333118036
648,1008.55,82,7.76059333118036
649,1008.41,81,7.576881378007972
650,1008.34,81,7.576881378007972
651,1008.21,81,7.576881378007972
652,1008.17,81,7.576881378007972
653,1008.16,81,7.576881378007972
654,1007.98,81,7.576881378007972
655,1007.88,81,7.576881378007972
656,1007.71,80,7.471086713985375
657,1007.54,80,7.471086713985375
658,1007.44,80,7.471086713985375
659,1007.43,80,7.471086713985375
660,1007.5,80,7.471086713985375
661,1007.42,80,7.471086713985375
662,1007.33,80,7.471086713985375
663,1007.31,80,7.471086713985375
664,1007.33,80,7.471086713985375
665,1007.39,80,7.471086713985375
666,1007.4,80,7.471086713985375
667,1007.5,80,7.471086713985375
668,1007.57,80,7.471086713985375
669,1007.78,80,7.471086713985375
670,1007.72,80,7.471086713985375
671,1007.77,80,7.471086713985375
672,1007.76,80,7.471086713985375
673,1007.64,80,7.471086713985375
674,1007.62,80,7.471086713985375
675,1007.69,80,7.471086713985375
676,1007.69,80,7.471086713985375
677,1007.73,80,7.471086713985375
678,1007.64,80,7.471086713985375
679,1007.55,80,7.471086713985375
680,1007.6,80,7.471086713985375
681,1007.68,80,7.471086713985375
682,1007.73,80,7.471086713985375
683,1007.74,80,7.471086713985375
684,1007.73,80,7.471086713985375
685,1007.67,80,7.471086713985375
686,1007.55,80,7.471086713985375
687,1007.51,80,7.471086713985375
688,1007.42,80,7.471086713985375
689,1007.43,80,7.471086713985375
690,1007.43,80,7.471086713985375
691,1007.43,80,7.471086713985375
692,1007.43,80,7.471086713985375
693,1007.43,80,7.471086713985375
694,1007.37,80,7.471086713985375
695,1007.3,80,7.471086713985375
696,1007.28,80,7.471086713985375
697,1007.3,80,7.471086713985375
698,1007.27,80,7.471086713985375
699,1007.25,80,7.471086713985375
700,1007.18,80,7.471086713985375
701,1007.16,79,7.737038603201463
702,1007.19,80,7.471086713985375
703,1007.14,79,7.737038603201463
704,1007.11,79,7.737038603201463
705,1007.09,79,7.737038603201463
706,1007.04,79,7.737038603201463
707,1007.03,79,7.737038603201463
708,1006.95,79,7.737038603201463
709,1006.93,79,7.737038603201463
710,1006.85,79,7.737038603201463
711,1006.9,79,7.737038603201463
712,1006.86,79,7.737038603201463
713,1006.8,79,7.737038603201463
714,1006.67,79,7.737038603201463
715,1006.56,79,7.737038603201463
716,1006.44,78,8.146247023678109
717,1006.36,78,8.146247023678109
718,1006.22,78,8.146247023678109
719,1006.17,78,8.146247023678109
720,1006.08,78,8.146247023678109
721,1006.08,78,8.146247023678109
722,1005.97,78,8.146247023678109
723,1005.82,77,8.193552738456466
724,1005.83,77,8.193552738456466
725,1005.77,77,8.193552738456466
726,1005.7,77,8.193552738456466
727,1005.6,77,8.193552738456466
728,1005.49,77,8.193552738456466
729,1005.41,77,8.193552738456466
730,1005.29,77,8.193552738456466
731,1005.22,76,8.146247023678109
732,1005.25,77,8.193552738456466
733,1005.12,76,8.146247023678109
734,1005.09,76,8.146247023678109
735,1005.11,76,8.146247023678109
736,1004.97,76,8.146247023678109
737,1004.85,76,8.146247023678109
738,1004.79,76,8.146247023678109
739,1004.74,76,8.146247023678109
740,1004.74,76,8.146247023678109
741,1004.65,76,8.146247023678109
742,1004.55,75,7.475952469157191
743,1004.48,75,7.475952469157191
744,1004.4,75,7.475952469157191
745,1004.32,75,7.475952469157191
746,1004.2,75,7.475952469157191
747,1004.12,75,7.475952469157191
748,1004.05,75,7.475952469157191
749,1003.99,75,7.475952469157191
750,1003.98,75,7.475952469157191
751,1003.97,75,7.475952469157191
752,1003.92,74,7.327853830168057
753,1003.86,74,7.327853830168057
754,1003.86,74,7.327853830168057
755,1003.89,74,7.327853830168057
756,1003.88,74,7.327853830168057
757,1003.96,75,7.475952469157191
758,1003.89,74,7.327853830168057
759,1003.9,74,7.327853830168057
760,1003.8,74,7.327853830168057
761,1003.74,74,7.327853830168057
762,1003.75,74,7.327853830168057
763,1003.74,74,7.327853830168057
764,1003.74,74,7.327853830168057
765,1003.75,74,7.327853830168057
766,1003.75,74,7.327853830168057
767,1003.86,74,7.327853830168057
768,1003.83,74,7.327853830168057
769,1003.74,74,7.327853830168057
770,1003.74,74,7.327853830168057
771,1003.74,74,7.327853830168057
772,1003.65,74,7.327853830168057
773,1003.56,74,7.327853830168057
774,1003.44,74,7.327853830168057
775,1003.49,74,7.327853830168057
776,1003.47,74,7.327853830168057
777,1003.38,74,7.327853830168057
778,1003.34,74,7.327853830168057
779,1003.24,73,6.86842221153076
780,1003.21,73,6.86842221153076
781,1003.13,73,6.86842221153076
782,1003.02,73,6.86842221153076
783,1002.99,73,6.86842221153076
784,1002.89,73,6.86842221153076
785,1002.79,73,6.86842221153076
786,1002.64,72,6.790588071478197
787,1002.51,72,6.790588071478197
788,1002.38,72,6.790588071478197
789,1002.28,72,6.790588071478197
790,1002.17,72,6.790588071478197
791,1002.04,72,6.790588071478197
792,1001.92,71,6.6967211480139754
793,1001.73,71,6.6967211480139754
794,1001.54,71,6.6967211480139754
795,1001.39,71,6.6967211480139754
796,1001.28,70,6.2570456620818495
797,1001.18,70,6.2570456620818495
798,1001.01,70,6.2570456620818495
799,1000.86,70,6.2570456620818495
800,1000.77,70,6.2570456620818495
801,1000.6,69,6.420963234559538
802,1000.45,69,6.420963234559538
803,1000.38,69,6.420963234559538
804,1000.31,69,6.420963234559538
805,1000.23,69,6.420963234559538
806,1000.06,68,6.061524344772683
807,999.9,68,6.061524344772683
808,999.8,68,6.061524344772683
809,999.69,68,6.061524344772683
810,999.57,68,6.061524344772683
811,999.5,68,6.061524344772683
812,999.34,67,5.5900088119935845
813,999.32,67,5.5900088119935845
814,999.24,67,5.5900088119935845
815,999.17,67,5.5900088119935845
816,999.1,67,5.5900088119935845
817,999.08,67,5.5900088119935845
818,999.0,67,5.5900088119935845
819,998.86,67,5.5900088119935845
820,998.85,67,5.5900088119935845
821,998.78,66,5.409281429511903
822,998.7,66,5.409281429511903
823,998.6,66,5.409281429511903
824,998.54,66,5.409281429511903
825,998.36,66,5.409281429511903
826,998.23,66,5.409281429511903
827,998.11,65,5.798185219317756
828,998.09,65,5.798185219317756
829,998.06,65,5.798185219317756
830,997.99,65,5.798185219317756
831,997.83,65,5.798185219317756
832,997.61,65,5.798185219317756
833,997.53,65,5.798185219317756
834,997.49,64,5.304944769697168
835,997.49,64,5.304944769697168
